score,gc_multi,rsi,macd_buy_like,vol_surge,vol_quiet,vol_down,hurst,close,close_adj,adv20,adv20_m,hh252,pct_of_52w_high,max_dd_252,dev200,atr14,natr14,pullback_20d,pullback_60d,adx14,plus_di14,minus_di14,skip_reason,sell_score,sell_reason,sell_trend_break,sell_cross_sma25_down,sell_macd_sell_like,sell_rsi_reversal,sell_trailing_stop,sell_ext_dev200,sell_di_bear,sell_vol_distribution,sell_natr_spike,ticker,price_date,bar_is_current,skip_reason_yahoo,mkt_price,pe_ttm,pbr,eps_ttm,bps,market_cap,earn_ts,earn_start_ts,earn_end_ts,market_risk_on,market_close,market_ma200,fund_ok,earn_ts_pick,next_earn_date,days_to_earnings,earn_date_raw_stale,earn_date_source,earn_date_lookup_error
3,False,62.86819152337117,False,True,False,False,0.4749656200232022,1650.0,1650.0,2063978350.0,2063.97835,2033.0,0.8116084604033448,-0.3856975088913685,0.3162478587364057,163.0150475532318,9.87969985171102,-0.1883915395966552,-0.1883915395966552,39.15084219319902,39.77769046133752,16.97845209561491,fund_small_mcap,5,trend_break;rsi_reversal;trailing_stop;ext_dev200;vol_distribution;natr_spike,True,False,False,True,True,True,False,True,True,4440.T,2026-09-04,True,,1650.0,14.677104,2.0693183,112.42,797.364,6598912512.0,,,,True,,,False,,,,True,unknown_stale_rejected,
2,False,52.995391705069125,False,False,True,False,0.3226023370744614,131.0,131.0,534557175.0,534.557175,242.0,0.5413223140495868,-0.5991735537190083,-0.1591514490195448,15.755516209810404,12.027111610542294,-0.4329004329004329,-0.4329004329004329,26.15724203107757,48.62893982361526,31.270857290200222,"fund_neg_eps,fund_small_mcap",5,trend_break;cross_sma25_down;macd_sell_like;trailing_stop;natr_spike,True,True,True,False,True,False,False,False,True,4170.T,2026-09-04,True,,131.0,-17.847411444141688,0.7723009,-7.34,169.623,2239682304.0,,,,True,,,False,,,,True,unknown_stale_rejected,
2,False,68.17172464840858,False,True,False,False,0.4079149691177617,1394.0,1394.0,337225380.0,337.22538,1861.0,0.7490596453519613,-0.5620634067705534,0.3947392117822446,135.59069096360662,9.726735363242945,-0.2168539325842696,-0.2168539325842696,36.00329531534777,52.357804285182056,12.972090746933834,fund_small_mcap,5,trend_break;rsi_reversal;trailing_stop;ext_dev200;vol_distribution;natr_spike,True,False,False,True,True,True,False,True,True,4075.T,2026-09-04,True,,1394.0,56.187023,4.671175,24.81,298.426,8140959744.0,,,,True,,,False,,,,True,unknown_stale_rejected,
0,False,33.54838709677418,False,False,True,False,0.3104720201326602,218.0,218.0,271595395.0,271.595395,1244.3040771484375,0.175198332950567,-0.8328382827751225,-0.5930975912497316,45.70950984677309,20.967665067327104,-0.5260869565217392,-0.5947955390334573,20.426785324236263,26.33428709687281,36.70729688517979,fund_small_mcap,5,trend_break;macd_sell_like;trailing_stop;di_bear;natr_spike,True,False,True,False,True,False,True,False,True,3856.T,2026-09-04,True,,218.0,0.6784303,0.09856899,321.33,2211.649,4101940736.0,,,,True,,,False,,,,True,unknown_stale_rejected,
2,False,35.56485355648536,False,True,False,False,0.6413642150632766,1364.0,1364.0,204161490.0,204.16149,1781.84619140625,0.7654981707054739,-0.3316639359468774,-0.0768906951376013,36.20429497293016,2.6542738249948794,-0.093687707641196,-0.093687707641196,41.05643769373065,16.00170887333566,26.51241954242478,,5,trend_break;macd_sell_like;trailing_stop;di_bear;vol_distribution,True,False,True,False,True,False,True,True,False,3539.T,2026-09-04,True,,1364.0,11.338321,1.4508015,120.3,940.17,69506424832.0,,,,True,,,True,,,,True,unknown_stale_rejected,
2,False,50.67567567567568,False,False,True,False,0.3896735929275616,113.0,113.0,179884980.0,179.88498,733.0,0.1541609822646657,-0.9401555954518253,-0.4501082751405143,13.314249136280043,11.782521359539864,-0.3067484662576687,-0.3067484662576687,35.38203996417085,29.549094550052228,16.706304354444974,"fund_neg_eps,fund_low_adv20,fund_small_mcap",5,trend_break;cross_sma25_down;macd_sell_like;trailing_stop;natr_spike,True,True,True,False,True,False,False,False,True,3189.T,2026-09-04,True,,113.0,-0.2419441173321914,0.66494054,-467.05,169.94,5159414784.0,,,,True,,,False,,,,True,unknown_stale_rejected,
1,False,34.0,False,False,True,False,0.3824135423037836,227.0,227.0,81501430.0,81.50143,324.0,0.7006172839506173,-0.5060827250608273,-0.0003963186401867,11.377709937647628,5.012207020990145,-0.2226027397260274,-0.2226027397260274,26.74273311374596,24.104913878100927,29.35362319568025,"fund_neg_eps,fund_low_adv20,fund_small_mcap",5,trend_break;macd_sell_like;trailing_stop;di_bear;natr_spike,True,False,True,False,True,False,True,False,True,7035.T,2026-09-04,True,,227.0,-9.921328671328672,2.9829564,-22.88,76.099,2556404224.0,,,,True,,,False,,,,True,unknown_stale_rejected,
0,False,31.21951219512195,False,True,False,True,0.3619229575365194,982.0,982.0,37215865.0,37.215865,1269.0,0.7738376674546887,-0.3475177304964538,-0.0952310754035526,29.914366947042208,3.046269546541976,-0.0822429906542056,-0.1505190311418685,15.559675311696722,11.93499336140956,32.97377257698481,"fund_neg_eps,fund_low_adv20,fund_small_mcap",5,trend_break;cross_sma25_down;macd_sell_like;trailing_stop;vol_distribution,True,True,True,False,True,False,False,True,False,3529.T,2026-09-04,True,,982.0,-14.164142506851292,0.49697688,-69.33,1975.947,15725754368.0,,,,True,,,False,,,,True,unknown_stale_rejected,
1,False,18.0,False,True,False,False,0.4881707606694979,4310.0,4310.0,30857000.0,30.857,4764.8544921875,0.904539688896422,-0.095460311103578,-0.0484690518064732,27.614171930589716,0.6407000447932648,-0.0368715083798882,-0.0390189520624303,29.780728109532816,16.15741914619771,39.13984532466224,fund_low_adv20,5,trend_break;macd_sell_like;di_bear;vol_distribution;natr_spike,True,False,True,False,False,False,True,True,True,9661.T,2026-09-04,True,,4310.0,185.21701,4.70634,23.27,915.786,52235665408.0,,,,True,,,False,,,,True,unknown_stale_rejected,
0,False,3.649635036496349,False,True,False,False,0.5340141287359916,32000.0,32000.0,29770087.5,29.7700875,57955.1484375,0.5521511179375107,-0.4478488820624893,-0.3619520004333119,1316.2837635812095,4.11338676119128,-0.3291404612159329,-0.4055236950185614,68.67597067240905,3.304625814719929,58.09168876491872,"fund_low_adv20,fund_small_mcap",5,trend_break;macd_sell_like;trailing_stop;di_bear;vol_distribution,True,False,True,False,True,False,True,True,False,9282.T,2026-09-04,True,,32000.0,18.274853,1.042687,1751.04,30689.936,3294912000.0,,,,True,,,False,,,,True,unknown_stale_rejected,
